diagnosis_code,cc,model_name
T594X2S,58,CMS-HCC ESRD Model V21
T595X2A,58,CMS-HCC ESRD Model V21
T595X2S,58,CMS-HCC ESRD Model V21
T596X2A,58,CMS-HCC ESRD Model V21
T596X2S,58,CMS-HCC ESRD Model V21
T597X2A,58,CMS-HCC ESRD Model V21
T597X2S,58,CMS-HCC ESRD Model V21
T59812A,58,CMS-HCC ESRD Model V21
T59812S,58,CMS-HCC ESRD Model V21
T59892A,58,CMS-HCC ESRD Model V21
T59892S,58,CMS-HCC ESRD Model V21
T5992XA,58,CMS-HCC ESRD Model V21
T5992XS,58,CMS-HCC ESRD Model V21
T600X2A,58,CMS-HCC ESRD Model V21
T600X2S,58,CMS-HCC ESRD Model V21
T601X2A,58,CMS-HCC ESRD Model V21
T601X2S,58,CMS-HCC ESRD Model V21
T602X2A,58,CMS-HCC ESRD Model V21
T602X2S,58,CMS-HCC ESRD Model V21
T603X2A,58,CMS-HCC ESRD Model V21
T603X2S,58,CMS-HCC ESRD Model V21
T604X2A,58,CMS-HCC ESRD Model V21
T604X2S,58,CMS-HCC ESRD Model V21
T608X2A,58,CMS-HCC ESRD Model V21
T608X2S,58,CMS-HCC ESRD Model V21
T6092XA,58,CMS-HCC ESRD Model V21
T6092XS,58,CMS-HCC ESRD Model V21
T6102XA,58,CMS-HCC ESRD Model V21
T6102XS,58,CMS-HCC ESRD Model V21
T6112XA,58,CMS-HCC ESRD Model V21
T6112XS,58,CMS-HCC ESRD Model V21
T61772A,58,CMS-HCC ESRD Model V21
T61772S,58,CMS-HCC ESRD Model V21
T61782A,58,CMS-HCC ESRD Model V21
T61782S,58,CMS-HCC ESRD Model V21
T618X2A,58,CMS-HCC ESRD Model V21
T618X2S,58,CMS-HCC ESRD Model V21
T6192XA,58,CMS-HCC ESRD Model V21
T6192XS,58,CMS-HCC ESRD Model V21
T620X2A,58,CMS-HCC ESRD Model V21
T620X2S,58,CMS-HCC ESRD Model V21
T621X2A,58,CMS-HCC ESRD Model V21
T621X2S,58,CMS-HCC ESRD Model V21
T622X2A,58,CMS-HCC ESRD Model V21
T622X2S,58,CMS-HCC ESRD Model V21
T628X2A,58,CMS-HCC ESRD Model V21
T628X2S,58,CMS-HCC ESRD Model V21
T6292XA,58,CMS-HCC ESRD Model V21
T6292XS,58,CMS-HCC ESRD Model V21
T63002A,58,CMS-HCC ESRD Model V21
T63002S,58,CMS-HCC ESRD Model V21
T63012A,58,CMS-HCC ESRD Model V21
T63012S,58,CMS-HCC ESRD Model V21
T63022A,58,CMS-HCC ESRD Model V21
T63022S,58,CMS-HCC ESRD Model V21
T63032A,58,CMS-HCC ESRD Model V21
T63032S,58,CMS-HCC ESRD Model V21
T63042A,58,CMS-HCC ESRD Model V21
T63042S,58,CMS-HCC ESRD Model V21
T63062A,58,CMS-HCC ESRD Model V21
T63062S,58,CMS-HCC ESRD Model V21
T63072A,58,CMS-HCC ESRD Model V21
T63072S,58,CMS-HCC ESRD Model V21
T63082A,58,CMS-HCC ESRD Model V21
T63082S,58,CMS-HCC ESRD Model V21
T63092A,58,CMS-HCC ESRD Model V21
T63092S,58,CMS-HCC ESRD Model V21
T63112A,58,CMS-HCC ESRD Model V21
T63112S,58,CMS-HCC ESRD Model V21
T63122A,58,CMS-HCC ESRD Model V21
T63122S,58,CMS-HCC ESRD Model V21
T63192A,58,CMS-HCC ESRD Model V21
T63192S,58,CMS-HCC ESRD Model V21
T632X2A,58,CMS-HCC ESRD Model V21
T632X2S,58,CMS-HCC ESRD Model V21
T63302A,58,CMS-HCC ESRD Model V21
T63302S,58,CMS-HCC ESRD Model V21
T63312A,58,CMS-HCC ESRD Model V21
T63312S,58,CMS-HCC ESRD Model V21
T63322A,58,CMS-HCC ESRD Model V21
T63322S,58,CMS-HCC ESRD Model V21
T63332A,58,CMS-HCC ESRD Model V21
T63332S,58,CMS-HCC ESRD Model V21
T63392A,58,CMS-HCC ESRD Model V21
T63392S,58,CMS-HCC ESRD Model V21
T63412A,58,CMS-HCC ESRD Model V21
T63412S,58,CMS-HCC ESRD Model V21
T63422A,58,CMS-HCC ESRD Model V21
T63422S,58,CMS-HCC ESRD Model V21
T63432A,58,CMS-HCC ESRD Model V21
T63432S,58,CMS-HCC ESRD Model V21
T63442A,58,CMS-HCC ESRD Model V21
T63442S,58,CMS-HCC ESRD Model V21
T63452A,58,CMS-HCC ESRD Model V21
T63452S,58,CMS-HCC ESRD Model V21
T63462A,58,CMS-HCC ESRD Model V21
T63462S,58,CMS-HCC ESRD Model V21
T63482A,58,CMS-HCC ESRD Model V21
T63482S,58,CMS-HCC ESRD Model V21
T63512A,58,CMS-HCC ESRD Model V21
T63512S,58,CMS-HCC ESRD Model V21
T63592A,58,CMS-HCC ESRD Model V21
T63592S,58,CMS-HCC ESRD Model V21
T63612A,58,CMS-HCC ESRD Model V21
T63612S,58,CMS-HCC ESRD Model V21
T63622A,58,CMS-HCC ESRD Model V21
T63622S,58,CMS-HCC ESRD Model V21
T63632A,58,CMS-HCC ESRD Model V21
T63632S,58,CMS-HCC ESRD Model V21
T63692A,58,CMS-HCC ESRD Model V21
T63692S,58,CMS-HCC ESRD Model V21
T63712A,58,CMS-HCC ESRD Model V21
T63712S,58,CMS-HCC ESRD Model V21
T63792A,58,CMS-HCC ESRD Model V21
T63792S,58,CMS-HCC ESRD Model V21
T63812A,58,CMS-HCC ESRD Model V21
T63812S,58,CMS-HCC ESRD Model V21
T63822A,58,CMS-HCC ESRD Model V21
T63822S,58,CMS-HCC ESRD Model V21
T63832A,58,CMS-HCC ESRD Model V21
T63832S,58,CMS-HCC ESRD Model V21
T63892A,58,CMS-HCC ESRD Model V21
T63892S,58,CMS-HCC ESRD Model V21
T6392XA,58,CMS-HCC ESRD Model V21
T6392XS,58,CMS-HCC ESRD Model V21
T6402XA,58,CMS-HCC ESRD Model V21
T6402XS,58,CMS-HCC ESRD Model V21
T6482XA,58,CMS-HCC ESRD Model V21
T6482XS,58,CMS-HCC ESRD Model V21
T650X2A,58,CMS-HCC ESRD Model V21
T650X2S,58,CMS-HCC ESRD Model V21
T651X2A,58,CMS-HCC ESRD Model V21
T651X2S,58,CMS-HCC ESRD Model V21
T65212A,58,CMS-HCC ESRD Model V21
T65212S,58,CMS-HCC ESRD Model V21
T65222A,58,CMS-HCC ESRD Model V21
T65222S,58,CMS-HCC ESRD Model V21
T65292A,58,CMS-HCC ESRD Model V21
T65292S,58,CMS-HCC ESRD Model V21
T653X2A,58,CMS-HCC ESRD Model V21
T653X2S,58,CMS-HCC ESRD Model V21
T654X2A,58,CMS-HCC ESRD Model V21
T654X2S,58,CMS-HCC ESRD Model V21
T655X2A,58,CMS-HCC ESRD Model V21
T655X2S,58,CMS-HCC ESRD Model V21
T656X2A,58,CMS-HCC ESRD Model V21
T656X2S,58,CMS-HCC ESRD Model V21
T65812A,58,CMS-HCC ESRD Model V21
T65812S,58,CMS-HCC ESRD Model V21
T65822A,58,CMS-HCC ESRD Model V21
T65822S,58,CMS-HCC ESRD Model V21
T65832A,58,CMS-HCC ESRD Model V21
T65832S,58,CMS-HCC ESRD Model V21
T65892A,58,CMS-HCC ESRD Model V21
T65892S,58,CMS-HCC ESRD Model V21
T6592XA,58,CMS-HCC ESRD Model V21
T6592XS,58,CMS-HCC ESRD Model V21
T71112A,58,CMS-HCC ESRD Model V21
T71112S,58,CMS-HCC ESRD Model V21
T71122A,58,CMS-HCC ESRD Model V21
T71122S,58,CMS-HCC ESRD Model V21
T71132A,58,CMS-HCC ESRD Model V21
T71132S,58,CMS-HCC ESRD Model V21
T71152A,58,CMS-HCC ESRD Model V21
T71152S,58,CMS-HCC ESRD Model V21
T71162A,58,CMS-HCC ESRD Model V21
T71162S,58,CMS-HCC ESRD Model V21
T71192A,58,CMS-HCC ESRD Model V21
T71192S,58,CMS-HCC ESRD Model V21
T71222A,58,CMS-HCC ESRD Model V21
T71222S,58,CMS-HCC ESRD Model V21
T71232A,58,CMS-HCC ESRD Model V21
T71232S,58,CMS-HCC ESRD Model V21
T790XXA,173,CMS-HCC ESRD Model V21
T791XXA,173,CMS-HCC ESRD Model V21
T792XXA,173,CMS-HCC ESRD Model V21
T794XXA,173,CMS-HCC ESRD Model V21
T795XXA,173,CMS-HCC ESRD Model V21
T796XXA,173,CMS-HCC ESRD Model V21
T797XXA,173,CMS-HCC ESRD Model V21
T798XXA,173,CMS-HCC ESRD Model V21
T799XXA,173,CMS-HCC ESRD Model V21
T79A0XA,173,CMS-HCC ESRD Model V21
T79A11A,173,CMS-HCC ESRD Model V21
T79A12A,173,CMS-HCC ESRD Model V21
T79A19A,173,CMS-HCC ESRD Model V21
T79A21A,173,CMS-HCC ESRD Model V21
T79A22A,173,CMS-HCC ESRD Model V21
T79A29A,173,CMS-HCC ESRD Model V21
T79A3XA,173,CMS-HCC ESRD Model V21
T79A9XA,173,CMS-HCC ESRD Model V21
T8111XA,84,CMS-HCC ESRD Model V21
T8112XA,2,CMS-HCC ESRD Model V21
T8144XA,2,CMS-HCC ESRD Model V21
T81502A,134,CMS-HCC ESRD Model V21
T81502D,134,CMS-HCC ESRD Model V21
T81502S,134,CMS-HCC ESRD Model V21
T81512A,134,CMS-HCC ESRD Model V21
T81512D,134,CMS-HCC ESRD Model V21
T81512S,134,CMS-HCC ESRD Model V21
T81522A,134,CMS-HCC ESRD Model V21
T81522D,134,CMS-HCC ESRD Model V21
T81522S,134,CMS-HCC ESRD Model V21
T81532A,134,CMS-HCC ESRD Model V21
T81532D,134,CMS-HCC ESRD Model V21
T81532S,134,CMS-HCC ESRD Model V21
T81592A,134,CMS-HCC ESRD Model V21
T81592D,134,CMS-HCC ESRD Model V21
T81592S,134,CMS-HCC ESRD Model V21
T82310A,176,CMS-HCC ESRD Model V21
T82311A,176,CMS-HCC ESRD Model V21
T82312A,176,CMS-HCC ESRD Model V21
T82318A,176,CMS-HCC ESRD Model V21
T82319A,176,CMS-HCC ESRD Model V21
T82320A,176,CMS-HCC ESRD Model V21
T82321A,176,CMS-HCC ESRD Model V21
T82322A,176,CMS-HCC ESRD Model V21
T82328A,176,CMS-HCC ESRD Model V21
T82329A,176,CMS-HCC ESRD Model V21
T82330A,176,CMS-HCC ESRD Model V21
T82331A,176,CMS-HCC ESRD Model V21
T82332A,176,CMS-HCC ESRD Model V21
T82338A,176,CMS-HCC ESRD Model V21
T82339A,176,CMS-HCC ESRD Model V21
T82390A,176,CMS-HCC ESRD Model V21
T82391A,176,CMS-HCC ESRD Model V21
T82392A,176,CMS-HCC ESRD Model V21
T82398A,176,CMS-HCC ESRD Model V21
T82399A,176,CMS-HCC ESRD Model V21
T8241XA,134,CMS-HCC ESRD Model V21
T8241XD,134,CMS-HCC ESRD Model V21
T8241XS,134,CMS-HCC ESRD Model V21
T8242XA,134,CMS-HCC ESRD Model V21
T8242XD,134,CMS-HCC ESRD Model V21
T8242XS,134,CMS-HCC ESRD Model V21
T8243XA,134,CMS-HCC ESRD Model V21
T8243XD,134,CMS-HCC ESRD Model V21
T8243XS,134,CMS-HCC ESRD Model V21
T8249XA,134,CMS-HCC ESRD Model V21
T8249XD,134,CMS-HCC ESRD Model V21
T8249XS,134,CMS-HCC ESRD Model V21
T82510A,176,CMS-HCC ESRD Model V21
T82511A,176,CMS-HCC ESRD Model V21
T82513A,176,CMS-HCC ESRD Model V21
T82514A,176,CMS-HCC ESRD Model V21
T82515A,176,CMS-HCC ESRD Model V21
T82518A,176,CMS-HCC ESRD Model V21
T82520A,176,CMS-HCC ESRD Model V21
T82521A,176,CMS-HCC ESRD Model V21
T82523A,176,CMS-HCC ESRD Model V21
T82524A,176,CMS-HCC ESRD Model V21
T82525A,176,CMS-HCC ESRD Model V21
T82528A,176,CMS-HCC ESRD Model V21
T82530A,176,CMS-HCC ESRD Model V21
T82531A,176,CMS-HCC ESRD Model V21
T82533A,176,CMS-HCC ESRD Model V21
T82534A,176,CMS-HCC ESRD Model V21
T82535A,176,CMS-HCC ESRD Model V21
T82538A,176,CMS-HCC ESRD Model V21
T82590A,176,CMS-HCC ESRD Model V21
T82591A,176,CMS-HCC ESRD Model V21
T82593A,176,CMS-HCC ESRD Model V21
T82594A,176,CMS-HCC ESRD Model V21
T82595A,176,CMS-HCC ESRD Model V21
T82598A,176,CMS-HCC ESRD Model V21
T826XXA,176,CMS-HCC ESRD Model V21
T827XXA,176,CMS-HCC ESRD Model V21
T82818A,176,CMS-HCC ESRD Model V21
T82828A,176,CMS-HCC ESRD Model V21
T82838A,176,CMS-HCC ESRD Model V21
T82848A,176,CMS-HCC ESRD Model V21
T82856A,176,CMS-HCC ESRD Model V21
T82858A,176,CMS-HCC ESRD Model V21
T82868A,176,CMS-HCC ESRD Model V21
T82898A,176,CMS-HCC ESRD Model V21
T83010A,176,CMS-HCC ESRD Model V21
T83011A,176,CMS-HCC ESRD Model V21
T83012A,176,CMS-HCC ESRD Model V21
T83018A,176,CMS-HCC ESRD Model V21
T83020A,176,CMS-HCC ESRD Model V21
T83021A,176,CMS-HCC ESRD Model V21
T83022A,176,CMS-HCC ESRD Model V21
T83028A,176,CMS-HCC ESRD Model V21
T83030A,176,CMS-HCC ESRD Model V21
T83031A,176,CMS-HCC ESRD Model V21
T83032A,176,CMS-HCC ESRD Model V21
T83038A,176,CMS-HCC ESRD Model V21
T83090A,176,CMS-HCC ESRD Model V21
T83091A,176,CMS-HCC ESRD Model V21
T83092A,176,CMS-HCC ESRD Model V21
T83098A,176,CMS-HCC ESRD Model V21
T83110A,176,CMS-HCC ESRD Model V21
T83111A,176,CMS-HCC ESRD Model V21
T83112A,176,CMS-HCC ESRD Model V21
T83113A,176,CMS-HCC ESRD Model V21
T83118A,176,CMS-HCC ESRD Model V21
T83120A,176,CMS-HCC ESRD Model V21
T83121A,176,CMS-HCC ESRD Model V21
T83122A,176,CMS-HCC ESRD Model V21
T83123A,176,CMS-HCC ESRD Model V21
T83128A,176,CMS-HCC ESRD Model V21
T83190A,176,CMS-HCC ESRD Model V21
T83191A,176,CMS-HCC ESRD Model V21
T83192A,176,CMS-HCC ESRD Model V21
T83193A,176,CMS-HCC ESRD Model V21
T83198A,176,CMS-HCC ESRD Model V21
T8321XA,176,CMS-HCC ESRD Model V21
T8322XA,176,CMS-HCC ESRD Model V21
T8323XA,176,CMS-HCC ESRD Model V21
T8324XA,176,CMS-HCC ESRD Model V21
T8325XA,176,CMS-HCC ESRD Model V21
T8329XA,176,CMS-HCC ESRD Model V21
T83410A,176,CMS-HCC ESRD Model V21
T83411A,176,CMS-HCC ESRD Model V21
T83418A,176,CMS-HCC ESRD Model V21
T83420A,176,CMS-HCC ESRD Model V21
T83421A,176,CMS-HCC ESRD Model V21
T83428A,176,CMS-HCC ESRD Model V21
T83490A,176,CMS-HCC ESRD Model V21
T83491A,176,CMS-HCC ESRD Model V21
T83498A,176,CMS-HCC ESRD Model V21
T83510A,176,CMS-HCC ESRD Model V21
T83511A,176,CMS-HCC ESRD Model V21
T83512A,176,CMS-HCC ESRD Model V21
T83518A,176,CMS-HCC ESRD Model V21
T83590A,176,CMS-HCC ESRD Model V21
T83591A,176,CMS-HCC ESRD Model V21
T83592A,176,CMS-HCC ESRD Model V21
T83593A,176,CMS-HCC ESRD Model V21
T83598A,176,CMS-HCC ESRD Model V21
T8361XA,176,CMS-HCC ESRD Model V21
T8362XA,176,CMS-HCC ESRD Model V21
T8369XA,176,CMS-HCC ESRD Model V21
T83711A,176,CMS-HCC ESRD Model V21
T83712A,176,CMS-HCC ESRD Model V21
T83713A,176,CMS-HCC ESRD Model V21
T83714A,176,CMS-HCC ESRD Model V21
T83718A,176,CMS-HCC ESRD Model V21
T83719A,176,CMS-HCC ESRD Model V21
T83721A,176,CMS-HCC ESRD Model V21
T83722A,176,CMS-HCC ESRD Model V21
T83723A,176,CMS-HCC ESRD Model V21
T83724A,176,CMS-HCC ESRD Model V21
T83728A,176,CMS-HCC ESRD Model V21
T83729A,176,CMS-HCC ESRD Model V21
T8379XA,176,CMS-HCC ESRD Model V21
T8381XA,176,CMS-HCC ESRD Model V21
T8382XA,176,CMS-HCC ESRD Model V21
T8383XA,176,CMS-HCC ESRD Model V21
T8384XA,176,CMS-HCC ESRD Model V21
T8385XA,176,CMS-HCC ESRD Model V21
T8386XA,176,CMS-HCC ESRD Model V21
T8389XA,176,CMS-HCC ESRD Model V21
T839XXA,176,CMS-HCC ESRD Model V21
T84010A,176,CMS-HCC ESRD Model V21
T84011A,176,CMS-HCC ESRD Model V21
T84012A,176,CMS-HCC ESRD Model V21
T84013A,176,CMS-HCC ESRD Model V21
T84018A,176,CMS-HCC ESRD Model V21
T84019A,176,CMS-HCC ESRD Model V21
T84020A,176,CMS-HCC ESRD Model V21
T84021A,176,CMS-HCC ESRD Model V21
T84022A,176,CMS-HCC ESRD Model V21
T84023A,176,CMS-HCC ESRD Model V21
T84028A,176,CMS-HCC ESRD Model V21
T84029A,176,CMS-HCC ESRD Model V21
T84030A,176,CMS-HCC ESRD Model V21
T84031A,176,CMS-HCC ESRD Model V21
T84032A,176,CMS-HCC ESRD Model V21
T84033A,176,CMS-HCC ESRD Model V21
T84038A,176,CMS-HCC ESRD Model V21
T84039A,176,CMS-HCC ESRD Model V21
T84050A,176,CMS-HCC ESRD Model V21
T84051A,176,CMS-HCC ESRD Model V21
T84052A,176,CMS-HCC ESRD Model V21
T84053A,176,CMS-HCC ESRD Model V21
T84058A,176,CMS-HCC ESRD Model V21
T84059A,176,CMS-HCC ESRD Model V21
T84060A,176,CMS-HCC ESRD Model V21
T84061A,176,CMS-HCC ESRD Model V21
T84062A,176,CMS-HCC ESRD Model V21
T84063A,176,CMS-HCC ESRD Model V21
T84068A,176,CMS-HCC ESRD Model V21
T84069A,176,CMS-HCC ESRD Model V21
T84090A,176,CMS-HCC ESRD Model V21
T84091A,176,CMS-HCC ESRD Model V21
T84092A,176,CMS-HCC ESRD Model V21
T84093A,176,CMS-HCC ESRD Model V21
T84098A,176,CMS-HCC ESRD Model V21
T84099A,176,CMS-HCC ESRD Model V21
T84110A,176,CMS-HCC ESRD Model V21
T84111A,176,CMS-HCC ESRD Model V21
T84112A,176,CMS-HCC ESRD Model V21
T84113A,176,CMS-HCC ESRD Model V21
T84114A,176,CMS-HCC ESRD Model V21
T84115A,176,CMS-HCC ESRD Model V21
T84116A,176,CMS-HCC ESRD Model V21
T84117A,176,CMS-HCC ESRD Model V21
T84119A,176,CMS-HCC ESRD Model V21
T84120A,176,CMS-HCC ESRD Model V21
T84121A,176,CMS-HCC ESRD Model V21
T84122A,176,CMS-HCC ESRD Model V21
T84123A,176,CMS-HCC ESRD Model V21
T84124A,176,CMS-HCC ESRD Model V21
T84125A,176,CMS-HCC ESRD Model V21
T84126A,176,CMS-HCC ESRD Model V21
T84127A,176,CMS-HCC ESRD Model V21
T84129A,176,CMS-HCC ESRD Model V21
T84190A,176,CMS-HCC ESRD Model V21
T84191A,176,CMS-HCC ESRD Model V21
T84192A,176,CMS-HCC ESRD Model V21
T84193A,176,CMS-HCC ESRD Model V21
T84194A,176,CMS-HCC ESRD Model V21
T84195A,176,CMS-HCC ESRD Model V21
T84196A,176,CMS-HCC ESRD Model V21
T84197A,176,CMS-HCC ESRD Model V21
T84199A,176,CMS-HCC ESRD Model V21
T84210A,176,CMS-HCC ESRD Model V21
T84213A,176,CMS-HCC ESRD Model V21
T84216A,176,CMS-HCC ESRD Model V21
T84218A,176,CMS-HCC ESRD Model V21
T84220A,176,CMS-HCC ESRD Model V21
T84223A,176,CMS-HCC ESRD Model V21
T84226A,176,CMS-HCC ESRD Model V21
T84228A,176,CMS-HCC ESRD Model V21
T84290A,176,CMS-HCC ESRD Model V21
T84293A,176,CMS-HCC ESRD Model V21
T84296A,176,CMS-HCC ESRD Model V21
T84298A,176,CMS-HCC ESRD Model V21
T84310A,176,CMS-HCC ESRD Model V21
T84318A,176,CMS-HCC ESRD Model V21
T84320A,176,CMS-HCC ESRD Model V21
T84328A,176,CMS-HCC ESRD Model V21
T84390A,176,CMS-HCC ESRD Model V21
T84398A,176,CMS-HCC ESRD Model V21
T84410A,176,CMS-HCC ESRD Model V21
T84418A,176,CMS-HCC ESRD Model V21
T84420A,176,CMS-HCC ESRD Model V21
T84428A,176,CMS-HCC ESRD Model V21
T84490A,176,CMS-HCC ESRD Model V21
T84498A,176,CMS-HCC ESRD Model V21
T8450XA,176,CMS-HCC ESRD Model V21
T8451XA,176,CMS-HCC ESRD Model V21
T8452XA,176,CMS-HCC ESRD Model V21
T8453XA,176,CMS-HCC ESRD Model V21
T8454XA,176,CMS-HCC ESRD Model V21
T8459XA,176,CMS-HCC ESRD Model V21
T8460XA,176,CMS-HCC ESRD Model V21
T84610A,176,CMS-HCC ESRD Model V21
T84611A,176,CMS-HCC ESRD Model V21
T84612A,176,CMS-HCC ESRD Model V21
T84613A,176,CMS-HCC ESRD Model V21
T84614A,176,CMS-HCC ESRD Model V21
T84615A,176,CMS-HCC ESRD Model V21
T84619A,176,CMS-HCC ESRD Model V21
T84620A,176,CMS-HCC ESRD Model V21
T84621A,176,CMS-HCC ESRD Model V21
T84622A,176,CMS-HCC ESRD Model V21
T84623A,176,CMS-HCC ESRD Model V21
T84624A,176,CMS-HCC ESRD Model V21
T84625A,176,CMS-HCC ESRD Model V21
T84629A,176,CMS-HCC ESRD Model V21
T8463XA,176,CMS-HCC ESRD Model V21
T8469XA,176,CMS-HCC ESRD Model V21
T847XXA,176,CMS-HCC ESRD Model V21
T8481XA,176,CMS-HCC ESRD Model V21
T8482XA,176,CMS-HCC ESRD Model V21
T8483XA,176,CMS-HCC ESRD Model V21
T8484XA,176,CMS-HCC ESRD Model V21
T8485XA,176,CMS-HCC ESRD Model V21
T8486XA,176,CMS-HCC ESRD Model V21
T8489XA,176,CMS-HCC ESRD Model V21
T849XXA,176,CMS-HCC ESRD Model V21
T8501XA,176,CMS-HCC ESRD Model V21
T8502XA,176,CMS-HCC ESRD Model V21
T8503XA,176,CMS-HCC ESRD Model V21
T8509XA,176,CMS-HCC ESRD Model V21
T85110A,176,CMS-HCC ESRD Model V21
T85111A,176,CMS-HCC ESRD Model V21
T85112A,176,CMS-HCC ESRD Model V21
T85113A,176,CMS-HCC ESRD Model V21
T85118A,176,CMS-HCC ESRD Model V21
T85120A,176,CMS-HCC ESRD Model V21
T85121A,176,CMS-HCC ESRD Model V21
T85122A,176,CMS-HCC ESRD Model V21
T85123A,176,CMS-HCC ESRD Model V21
T85128A,176,CMS-HCC ESRD Model V21
T85190A,176,CMS-HCC ESRD Model V21
T85191A,176,CMS-HCC ESRD Model V21
T85192A,176,CMS-HCC ESRD Model V21
T85193A,176,CMS-HCC ESRD Model V21
T85199A,176,CMS-HCC ESRD Model V21
T85611A,134,CMS-HCC ESRD Model V21
T85611D,134,CMS-HCC ESRD Model V21
T85611S,134,CMS-HCC ESRD Model V21
T85615A,176,CMS-HCC ESRD Model V21
T85621A,134,CMS-HCC ESRD Model V21
T85621D,134,CMS-HCC ESRD Model V21
T85621S,134,CMS-HCC ESRD Model V21
T85625A,176,CMS-HCC ESRD Model V21
T85631A,134,CMS-HCC ESRD Model V21
T85631D,134,CMS-HCC ESRD Model V21
T85631S,134,CMS-HCC ESRD Model V21
T85635A,176,CMS-HCC ESRD Model V21
T85691A,134,CMS-HCC ESRD Model V21
T85691D,134,CMS-HCC ESRD Model V21
T85691S,134,CMS-HCC ESRD Model V21
T85695A,176,CMS-HCC ESRD Model V21
T8571XA,134,CMS-HCC ESRD Model V21
T8571XD,134,CMS-HCC ESRD Model V21
T8571XS,134,CMS-HCC ESRD Model V21
T8572XA,176,CMS-HCC ESRD Model V21
T85730A,176,CMS-HCC ESRD Model V21
T85731A,176,CMS-HCC ESRD Model V21
T85732A,176,CMS-HCC ESRD Model V21
T85733A,176,CMS-HCC ESRD Model V21
T85734A,176,CMS-HCC ESRD Model V21
T85735A,176,CMS-HCC ESRD Model V21
T85738A,176,CMS-HCC ESRD Model V21
T8579XA,176,CMS-HCC ESRD Model V21
T85810A,176,CMS-HCC ESRD Model V21
T85820A,176,CMS-HCC ESRD Model V21
T85830A,176,CMS-HCC ESRD Model V21
T85840A,176,CMS-HCC ESRD Model V21
T85850A,176,CMS-HCC ESRD Model V21
T85860A,176,CMS-HCC ESRD Model V21
T85890A,176,CMS-HCC ESRD Model V21
T8600,186,CMS-HCC ESRD Model V21
T8601,186,CMS-HCC ESRD Model V21
T8602,186,CMS-HCC ESRD Model V21
T8603,186,CMS-HCC ESRD Model V21
T8609,186,CMS-HCC ESRD Model V21
T8620,186,CMS-HCC ESRD Model V21
T8621,186,CMS-HCC ESRD Model V21
T8622,186,CMS-HCC ESRD Model V21
T8623,186,CMS-HCC ESRD Model V21
T86290,186,CMS-HCC ESRD Model V21
T86298,186,CMS-HCC ESRD Model V21
T8630,186,CMS-HCC ESRD Model V21
T8631,186,CMS-HCC ESRD Model V21
T8632,186,CMS-HCC ESRD Model V21
T8633,186,CMS-HCC ESRD Model V21
T8639,186,CMS-HCC ESRD Model V21
T8640,186,CMS-HCC ESRD Model V21
T8641,186,CMS-HCC ESRD Model V21
T8642,186,CMS-HCC ESRD Model V21
T8643,186,CMS-HCC ESRD Model V21
T8649,186,CMS-HCC ESRD Model V21
T865,186,CMS-HCC ESRD Model V21
T86810,186,CMS-HCC ESRD Model V21
T86811,186,CMS-HCC ESRD Model V21
T86812,186,CMS-HCC ESRD Model V21
T86818,186,CMS-HCC ESRD Model V21
T86819,186,CMS-HCC ESRD Model V21
T868421,176,CMS-HCC ESRD Model V21
T868422,176,CMS-HCC ESRD Model V21
T868423,176,CMS-HCC ESRD Model V21
T868429,176,CMS-HCC ESRD Model V21
T86850,186,CMS-HCC ESRD Model V21
T86851,186,CMS-HCC ESRD Model V21
T86852,186,CMS-HCC ESRD Model V21
T86858,186,CMS-HCC ESRD Model V21
T86859,186,CMS-HCC ESRD Model V21
T870X1,173,CMS-HCC ESRD Model V21
T870X2,173,CMS-HCC ESRD Model V21
T870X9,173,CMS-HCC ESRD Model V21
T871X1,173,CMS-HCC ESRD Model V21
T871X2,173,CMS-HCC ESRD Model V21
T871X9,173,CMS-HCC ESRD Model V21
T872,173,CMS-HCC ESRD Model V21
T8730,189,CMS-HCC ESRD Model V21
T8731,189,CMS-HCC ESRD Model V21
T8732,189,CMS-HCC ESRD Model V21
T8733,189,CMS-HCC ESRD Model V21
T8734,189,CMS-HCC ESRD Model V21
T8740,189,CMS-HCC ESRD Model V21
T8741,189,CMS-HCC ESRD Model V21
T8742,189,CMS-HCC ESRD Model V21
T8743,189,CMS-HCC ESRD Model V21
T8744,189,CMS-HCC ESRD Model V21
T8750,189,CMS-HCC ESRD Model V21
T8751,189,CMS-HCC ESRD Model V21
T8752,189,CMS-HCC ESRD Model V21
T8753,189,CMS-HCC ESRD Model V21
T8754,189,CMS-HCC ESRD Model V21
T8781,189,CMS-HCC ESRD Model V21
T8789,189,CMS-HCC ESRD Model V21
T879,189,CMS-HCC ESRD Model V21
X710XXA,58,CMS-HCC ESRD Model V21
X710XXD,58,CMS-HCC ESRD Model V21
X710XXS,58,CMS-HCC ESRD Model V21
X711XXA,58,CMS-HCC ESRD Model V21
X711XXD,58,CMS-HCC ESRD Model V21
X711XXS,58,CMS-HCC ESRD Model V21
X712XXA,58,CMS-HCC ESRD Model V21
X712XXD,58,CMS-HCC ESRD Model V21
X712XXS,58,CMS-HCC ESRD Model V21
X713XXA,58,CMS-HCC ESRD Model V21
X713XXD,58,CMS-HCC ESRD Model V21
X713XXS,58,CMS-HCC ESRD Model V21
X718XXA,58,CMS-HCC ESRD Model V21
X718XXD,58,CMS-HCC ESRD Model V21
X718XXS,58,CMS-HCC ESRD Model V21
